stations,pred_mw,median_distance_deg,median_distance_km,min_distance_deg,max_distance_deg,median_azimuth_deg
"ALEX,IPSA,LEMN",8.899999618530273,0.5667667253064617,62.911106509017245,0.5624094524380677,0.8061743575004218,39.66693170506014
"ALEX,CANA,LEMN",8.899999618530273,0.5667667253064617,62.911106509017245,0.5624094524380677,0.5782925549548117,108.85905748746367
"CANA,IPSA,LEMN",8.199999809265137,0.5782925549548117,64.1904735999841,0.5667667253064617,0.8061743575004218,108.85905748746367
"ALEX,CANA,IPSA",9.0,0.5782925549548117,64.1904735999841,0.5624094524380677,0.8061743575004218,39.66693170506014
